status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness
NEW,Senior Data Scientist,CONSULTREE CONSULTING SERVICES LLC,"Irving, TX 75038",2024-10-07,"As assigned Data Scientist you will be responsible for managing hands-on data extraction and data wrangling from internal and external systems. Familiarity with distributed data/computing tools (e.g.,…","Job types: Contract
Shifts: 8 hour shift
Remote: Hybrid work
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=b4d0f23249ade9c6,IndeedScraperUSAEng_b4d0f23249ade9c6,IndeedScraperUSAEng,Data,USA_ENGLISH,$67.97 - $71.2 hourly,TEMPORARILY_REMOTE
NEW,"Data Scientist, GSSO","Amazon Web Services, Inc.","Dallas, TX",2024-10-27,"4+ years of data scientist experience. Experience as a leader and mentor on a data science team. In this role, you will be responsible for performing exploratory data analysis, developing and…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a7ad1465b8d1d592,IndeedScraperUSAEng_a7ad1465b8d1d592,IndeedScraperUSAEng,Data,USA_ENGLISH,$143300 - $247600 yearly,TEMPORARILY_REMOTE
NEW,Payor Data Analyst,FlexIT Inc,"Dallas, TX 75240",2024-10-07,"These files need to be reviewed, analyzed and ingested into the data warehouse. Data analyst with a Payor background.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=894a8e13853320a7,IndeedScraperUSAEng_894a8e13853320a7,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN
NEW,Data entry specialist,Catholic Charities Dallas,"Dallas, TX 75247",2024-10-07,"Reviews client data for missing information, ensuring each case file information is complete before data is entered. Perform regular backups to ensure data preservation.","Job types: Full-time
Shifts: No nights, Day shift
Benefits: Health insurance, Dental insurance, Flexible spending account, Paid time off, Parental leave, Employee assistance program, Vision insurance, Life insurance
Job types cc: Full-time
Schedules: Weekends as needed, No nights, Day shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=2cd256ec6f461545,IndeedScraperUSAEng_2cd256ec6f461545,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN
NEW,Clinical Data Coordinator - Entry Level - Biology Degree,"Medpace, Inc.","Irving, TX 75038",2024-10-18,Reconcile data from multiple sources. Report metrics and data trends on projects. Identify data conflicts and issues on projects. Work with personnel from global research sites to resolve data…,"Job types: Full-time
Remote: Hybrid work
Benefits: Free parking, On-site gym, Paid time off, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=14700e5297e0b0a8,IndeedScraperUSAEng_14700e5297e0b0a8,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Asset Data Coordinator,The Amlon Group,"Plano, TX 75093",2024-11-06,Gather and organize data related to assets and maintenance tasks. Input data accurately into the CMMS to ensure it reflects current operational requirements. Project Duration: *4-5 weeks.,"Job types: Contract
Shifts: Day shift
Job types cc: Contract
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=282d5a96f111f4e8,IndeedScraperUSAEng_282d5a96f111f4e8,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN
NEW,Marketing Data Coordinator,Datcu,"Corinth, TX 76210",2024-10-25,"While this position will be reporting to the VP of Marketing it will coordinate and collaborate with multiple teams within DATCU to learn market behaviors using all data available, including but not…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=00533339551b85b4,IndeedScraperUSAEng_00533339551b85b4,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN
NEW,Data Center Facility Technician,CBRE,"Southlake, TX",2024-10-07,"Data Center Facility Technician Job ID 187255 Posted 02-Oct-2024 Service line GWS Segment Role type Full-time Areas of Interest Data Centers, Engineering/Maintenance Location(s) Southlake - Texas -…","Job types: Full-time
Job types cc: Full-time
Schedules: Weekends as needed, Holidays",https://www.indeed.com/m/viewjob?jk=8cd29a308c4fa039,IndeedScraperUSAEng_8cd29a308c4fa039,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN
NEW,Business Analyst,Software Bloc,"Plano, TX",2024-10-07,"Create user story requirements, leverage data to drive product roadmap decisions, manage user story board. Analysis of workflows, processes, systems, data, anomalies, pain points and outliners, etc.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1fff729decaa8504,IndeedScraperUSAEng_1fff729decaa8504,IndeedScraperUSAEng,Data,USA_ENGLISH,$72000 - $110000 yearly,UNKNOWN
NEW,Analyst - Membership,"Vizient, Inc.","Irving, TX",2024-10-16,"Experience with DataLoader or other data management tools preferred. In this role, you will provide support to maintain membership data within Salesforce. Experience working with SQL required.",,https://www.indeed.com/m/viewjob?jk=b4cd029d1d54d51a,IndeedScraperUSAEng_b4cd029d1d54d51a,IndeedScraperUSAEng,Data,USA_ENGLISH,$51900 - $82900 yearly,UNKNOWN
